movieId,imdbId,tmdbId
12085,,12085
204922,,204922
38985,,38985
44113,,44113
21494,,21494
164457,,164457
4566,,4566
17795,,17795
1073,,1073
153158,,153158
81836,,81836
10724,,10724
9473,,9473
2196,,2196
1499,,1499
20857,,20857
82693,,82693
1646,,1646
44944,,44944
4108,,4108
8456,,8456
7341,,7341
19255,,19255
10187,,10187
31005,,31005
49517,,49517
44857,,44857
50780,,50780
16363,,16363
1946,,1946
85,,85
772,,772
840,,840
9682,,9682
96,,96
10678,,10678
274,,274
8872,,8872
16290,,16290
579,,579
14405,,14405
138843,,138843
11637,,11637
226486,,226486
1584,,1584
9312,,9312
12153,,12153
65057,,65057
8326,,8326
35690,,35690
76203,,76203
13497,,13497
35688,,35688
162,,162
296096,,296096
103370,,103370
1051,,1051
376659,,376659
10073,,10073
16690,,16690
273895,,273895
14873,,14873
8968,,8968
9963,,9963
15655,,15655
21208,,21208
272878,,272878
9760,,9760
314365,,314365
13279,,13279
1975,,1975
33644,,33644
1649,,1649
9895,,9895
9570,,9570
27579,,27579
16052,,16052
40264,,40264
1164,,1164
239678,,239678
14359,,14359
3989,,3989
76617,,76617
1710,,1710
4258,,4258
20391,,20391
10139,,10139
335778,,335778
9645,,9645
55465,,55465
617,,617
19904,,19904
48289,,48289
243,,243
6933,,6933
17182,,17182
8848,,8848
38,,38
38303,,38303
1266,,1266
107985,,107985
14043,,14043
19901,,19901
34016,,34016
59860,,59860
10069,,10069
9588,,9588
12819,,12819
9954,,9954
10115,,10115
25132,,25132
577,,577
328387,,328387
12690,,12690
9945,,9945
539,,539
13596,,13596
226857,,226857
13159,,13159
47941,,47941
526,,526
22796,,22796
2355,,2355
5915,,5915
9842,,9842
61012,,61012
755,,755
13682,,13682
9089,,9089
9470,,9470
18357,,18357
7979,,7979
470,,470
15644,,15644
9582,,9582
10642,,10642
22074,,22074
2428,,2428
290751,,290751
13805,,13805
4597,,4597
9414,,9414
63492,,63492
81796,,81796
10710,,10710
15092,,15092
11382,,11382
15005,,15005
8198,,8198
6963,,6963
15070,,15070
12797,,12797
17134,,17134
41402,,41402
18885,,18885
4953,,4953
10773,,10773
146198,,146198
2639,,2639
10563,,10563
295964,,295964
5971,,5971
9716,,9716
11835,,11835
26171,,26171
31117,,31117
9074,,9074
14396,,14396
15673,,15673
42618,,42618
171274,,171274
24432,,24432
109417,,109417
13948,,13948
106747,,106747
10929,,10929
14220,,14220
46435,,46435
256962,,256962
48231,,48231
3509,,3509
82684,,82684
12142,,12142
23367,,23367
10740,,10740
241239,,241239
14582,,14582
14914,,14914
3902,,3902
77948,,77948
21755,,21755
4960,,4960
128,,128
14652,,14652
40932,,40932
16608,,16608
334531,,334531
32316,,32316
7299,,7299
13405,,13405
19457,,19457
112937,,112937
314385,,314385
8953,,8953
29078,,29078
46503,,46503
10448,,10448
13688,,13688
10353,,10353
43935,,43935
11458,,11458
44638,,44638
241257,,241257
14538,,14538
13250,,13250
133931,,133931
280871,,280871
239897,,239897
184341,,184341
334074,,334074
199373,,199373
14202,,14202
6968,,6968
581,,581
52449,,52449
12150,,12150
11247,,11247
4232,,4232
9378,,9378
694,,694
105,,105
11377,,11377
26367,,26367
385383,,385383
41210,,41210
12090,,12090
62630,,62630
16110,,16110
29427,,29427
129,,129
244114,,244114
2669,,2669
203833,,203833
13523,,13523
25195,,25195
17277,,17277
50725,,50725
82631,,82631
73191,,73191
22479,,22479
340611,,340611
10065,,10065
2757,,2757
11683,,11683
244339,,244339
1878,,1878
23082,,23082
195589,,195589
854,,854
2280,,2280
496,,496
8835,,8835
157,,157
8643,,8643
10402,,10402
218043,,218043
9043,,9043
21301,,21301
10147,,10147
816,,816
302688,,302688
60307,,60307
106,,106
279,,279
8617,,8617
10625,,10625
10934,,10934
5279,,5279
10013,,10013
194662,,194662
160588,,160588
9829,,9829
10028,,10028
10535,,10535
790,,790
43959,,43959
10364,,10364
16991,,16991
9610,,9610
1578,,1578
25643,,25643
11904,,11904
28665,,28665
44115,,44115
10569,,10569
10560,,10560
333348,,333348
20483,,20483
11457,,11457
321697,,321697
19840,,19840
22327,,22327
38665,,38665
2575,,2575
11644,,11644
146227,,146227
68924,,68924
253235,,253235
22102,,22102
18701,,18701
10068,,10068
848,,848
36811,,36811
522,,522
130150,,130150
12246,,12246
13809,,13809
27380,,27380
10549,,10549
33870,,33870
245703,,245703
10739,,10739
127560,,127560
37903,,37903
396152,,396152
10017,,10017
11468,,11468
193613,,193613
17436,,17436
43434,,43434
31166,,31166
69848,,69848
8408,,8408
332411,,332411
9389,,9389
9626,,9626
75638,,75638
8363,,8363
15670,,15670
290555,,290555
8328,,8328
10982,,10982
205,,205
1620,,1620
175541,,175541
241254,,241254
31932,,31932
1933,,1933
679,,679
11113,,11113
3597,,3597
193893,,193893
9675,,9675
9988,,9988
948,,948
21765,,21765
146304,,146304
7516,,7516
41439,,41439
2752,,2752
9429,,9429
38117,,38117
9792,,9792
13778,,13778
228203,,228203
41382,,41382
13960,,13960
114150,,114150
26602,,26602
10223,,10223
16028,,16028
15639,,15639
16112,,16112
26390,,26390
27759,,27759
109428,,109428
23049,,23049
9310,,9310
11411,,11411
16988,,16988
7304,,7304
24747,,24747
58048,,58048
1491,,1491
2989,,2989
10629,,10629
255343,,255343
4723,,4723
10800,,10800
25763,,25763
79694,,79694
4032,,4032
18615,,18615
10673,,10673
4584,,4584
2977,,2977
10760,,10760
11093,,11093
207,,207
8467,,8467
639,,639
24226,,24226
9285,,9285
14709,,14709
74643,,74643
13788,,13788
83666,,83666
10781,,10781
318850,,318850
13908,,13908
1417,,1417
39180,,39180
16161,,16161
49950,,49950
10956,,10956
9594,,9594
4638,,4638
13972,,13972
5038,,5038
13491,,13491
10571,,10571
10994,,10994
19994,,19994
25166,,25166
30890,,30890
23169,,23169
17403,,17403
12120,,12120
9800,,9800
1090,,1090
18475,,18475
40160,,40160
18074,,18074
9689,,9689
9781,,9781
8009,,8009
3877,,3877
8854,,8854
152599,,152599
18840,,18840
68727,,68727
12657,,12657
8265,,8265
12410,,12410
34647,,34647
73935,,73935
28178,,28178
185567,,185567
264656,,264656
35696,,35696
16351,,16351
38717,,38717
18777,,18777
2110,,2110
9035,,9035
90,,90
771,,771
12154,,12154
9576,,9576
744,,744
146,,146
14,,14
45269,,45269
9493,,9493
22556,,22556
873,,873
33196,,33196
205596,,205596
10765,,10765
16769,,16769
33217,,33217
132232,,132232
11153,,11153
208134,,208134
1165,,1165
4011,,4011
17202,,17202
9587,,9587
65086,,65086
10053,,10053
11870,,11870
11778,,11778
586,,586
18736,,18736
134411,,134411
287903,,287903
9276,,9276
15765,,15765
2142,,2142
11397,,11397
77016,,77016
11478,,11478
266856,,266856
13411,,13411
10564,,10564
947,,947
24150,,24150
228970,,228970
18405,,18405
6961,,6961
11442,,11442
2493,,2493
14047,,14047
64690,,64690
11132,,11132
17127,,17127
1562,,1562
232679,,232679
17880,,17880
14736,,14736
9434,,9434
23706,,23706
11531,,11531
9100,,9100
116,,116
38843,,38843
1245,,1245
4995,,4995
10413,,10413
14012,,14012
9793,,9793
12212,,12212
13768,,13768
8975,,8975
342521,,342521
45272,,45272
9424,,9424
97367,,97367
254904,,254904
18681,,18681
12162,,12162
11495,,11495
64689,,64689
157849,,157849
13166,,13166
15511,,15511
37003,,37003
12211,,12211
13816,,13816
51828,,51828
22798,,22798
7501,,7501
10743,,10743
37718,,37718
15237,,15237
9686,,9686
17644,,17644
97430,,97430
12257,,12257
13539,,13539
68,,68
14024,,14024
115,,115
7874,,7874
4911,,4911
1988,,1988
16222,,16222
9557,,9557
9026,,9026
57943,,57943
18276,,18276
8321,,8321
72359,,72359
10186,,10186
25704,,25704
133694,,133694
19265,,19265
36047,,36047
8053,,8053
2290,,2290
5236,,5236
6552,,6552
1018,,1018
10075,,10075
38031,,38031
42188,,42188
112430,,112430
6687,,6687
13853,,13853
31306,,31306
8461,,8461
331592,,331592
47692,,47692
19,,19
10045,,10045
400,,400
253450,,253450
9104,,9104
11190,,11190
16353,,16353
23759,,23759
24206,,24206
10185,,10185
75033,,75033
74536,,74536
31668,,31668
13501,,13501
15208,,15208
172391,,172391
262543,,262543
9288,,9288
370980,,370980
20083,,20083
40880,,40880
137,,137
264999,,264999
454,,454
53457,,53457
288980,,288980
33,,33
1951,,1951
12405,,12405
10998,,10998
114,,114
9396,,9396
319910,,319910
2604,,2604
864,,864
14435,,14435
1931,,1931
691,,691
9877,,9877
62008,,62008
12227,,12227
13824,,13824
71688,,71688
15173,,15173
8291,,8291
13950,,13950
12158,,12158
11586,,11586
10008,,10008
2830,,2830
12403,,12403
34563,,34563
14557,,14557
10368,,10368
10280,,10280
12637,,12637
34152,,34152
14434,,14434
11470,,11470
10741,,10741
24940,,24940
82679,,82679
2013,,2013
1440,,1440
18041,,18041
28029,,28029
1123,,1123
14033,,14033
87729,,87729
16899,,16899
41317,,41317
245700,,245700
37842,,37842
9045,,9045
44092,,44092
16005,,16005
44754,,44754
23988,,23988
43949,,43949
142,,142
9603,,9603
10712,,10712
243938,,243938
10876,,10876
86838,,86838
25208,,25208
613,,613
1913,,1913
97370,,97370
801,,801
70829,,70829
54518,,54518
44214,,44214
240,,240
9816,,9816
10131,,10131
339984,,339984
8859,,8859
11967,,11967
239563,,239563
222899,,222899
4951,,4951
10985,,10985
9644,,9644
332567,,332567
1954,,1954
15489,,15489
15250,,15250
22345,,22345
9448,,9448
38223,,38223
11186,,11186
136835,,136835
5876,,5876
264660,,264660
492,,492
25462,,25462
238603,,238603
10691,,10691
1251,,1251
5172,,5172
58680,,58680
264644,,264644
14577,,14577
11592,,11592
16406,,16406
19052,,19052
3682,,3682
9683,,9683
2084,,2084
107811,,107811
2266,,2266
13074,,13074
144340,,144340
48217,,48217
28211,,28211
47502,,47502
9950,,9950
84892,,84892
24227,,24227
9672,,9672
44853,,44853
157544,,157544
59678,,59678
79777,,79777
158011,,158011
407887,,407887
17043,,17043
8952,,8952
62204,,62204
13435,,13435
17187,,17187
319,,319
59457,,59457
9504,,9504
37414,,37414
6217,,6217
26688,,26688
43867,,43867
6615,,6615
14574,,14574
16,,16
39780,,39780
21612,,21612
36691,,36691
23631,,23631
45324,,45324
12144,,12144
11658,,11658
56601,,56601
9552,,9552
578,,578
2105,,2105
126319,,126319
10136,,10136
67660,,67660
10611,,10611
154,,154
3049,,3049
860,,860
9281,,9281
75674,,75674
9762,,9762
3179,,3179
184,,184
13335,,13335
76726,,76726
10269,,10269
36819,,36819
17130,,17130
57214,,57214
11202,,11202
9357,,9357
13812,,13812
9030,,9030
19084,,19084
8386,,8386
10437,,10437
1360,,1360
101267,,101267
222935,,222935
10220,,10220
284296,,284296
31915,,31915
11601,,11601
205220,,205220
11354,,11354
16241,,16241
14191,,14191
286565,,286565
26710,,26710
129670,,129670
9059,,9059
34549,,34549
57157,,57157
1948,,1948
28353,,28353
46889,,46889
38093,,38093
14976,,14976
11027,,11027
3635,,3635
387,,387
6020,,6020
122906,,122906
9550,,9550
60599,,60599
227719,,227719
14299,,14299
19419,,19419
12088,,12088
14799,,14799
9466,,9466
7510,,7510
31246,,31246
61752,,61752
10944,,10944
10362,,10362
14778,,14778
1255,,1255
45226,,45226
10212,,10212
8669,,8669
179144,,179144
16857,,16857
86825,,86825
844,,844
8060,,8060
15907,,15907
38448,,38448
327,,327
9260,,9260
61337,,61337
13079,,13079
89325,,89325
4170,,4170
41508,,41508
12479,,12479
44555,,44555
10133,,10133
21345,,21345
173931,,173931
61984,,61984
50601,,50601
26466,,26466
345003,,345003
236751,,236751
107,,107
357837,,357837
8913,,8913
13889,,13889
18530,,18530
358451,,358451
927,,927
11,,11
291870,,291870
907,,907
206563,,206563
11887,,11887
45317,,45317
12094,,12094
10377,,10377
249164,,249164
256092,,256092
9942,,9942
10748,,10748
1817,,1817
10229,,10229
687,,687
796,,796
22804,,22804
10156,,10156
12837,,12837
17708,,17708
13937,,13937
28932,,28932
31909,,31909
167073,,167073
3175,,3175
14369,,14369
16888,,16888
121826,,121826
10646,,10646
12149,,12149
304357,,304357
11184,,11184
766,,766
20009,,20009
1587,,1587
30973,,30973
11109,,11109
9027,,9027
63020,,63020
86829,,86829
11065,,11065
13888,,13888
42345,,42345
13994,,13994
1590,,1590
62728,,62728
11917,,11917
45138,,45138
80271,,80271
4657,,4657
14395,,14395
24137,,24137
190847,,190847
11056,,11056
62,,62
601,,601
13067,,13067
25379,,25379
88641,,88641
58051,,58051
14877,,14877
96399,,96399
304410,,304410
489,,489
373314,,373314
214,,214
10890,,10890
1588,,1588
316727,,316727
10314,,10314
663,,663
11804,,11804
16781,,16781
11873,,11873
9289,,9289
10414,,10414
1970,,1970
9614,,9614
8922,,8922
1648,,1648
17917,,17917
74534,,74534
19405,,19405
9355,,9355
10999,,10999
321258,,321258
44040,,44040
10426,,10426
280092,,280092
13938,,13938
10163,,10163
12182,,12182
1832,,1832
9034,,9034
15301,,15301
10135,,10135
26352,,26352
20616,,20616
9794,,9794
15037,,15037
227,,227
294272,,294272
11336,,11336
283445,,283445
88036,,88036
10984,,10984
22824,,22824
9526,,9526
39349,,39349
15983,,15983
14544,,14544
11545,,11545
42684,,42684
268238,,268238
8359,,8359
15648,,15648
41823,,41823
11891,,11891
9362,,9362
9902,,9902
14729,,14729
9455,,9455
103731,,103731
10090,,10090
164558,,164558
19905,,19905
17710,,17710
75900,,75900
9515,,9515
27322,,27322
328425,,328425
14120,,14120
10050,,10050
1542,,1542
10490,,10490
87093,,87093
10029,,10029
9893,,9893
11507,,11507
37931,,37931
3472,,3472
87818,,87818
13160,,13160
88005,,88005
52067,,52067
73,,73
134597,,134597
24034,,24034
14283,,14283
404,,404
13201,,13201
209403,,209403
7942,,7942
73247,,73247
253331,,253331
34043,,34043
9952,,9952
256924,,256924
82532,,82532
41110,,41110
134371,,134371
2088,,2088
10388,,10388
1640,,1640
25520,,25520
27342,,27342
13689,,13689
67911,,67911
24664,,24664
329440,,329440
47890,,47890
252512,,252512
55720,,55720
9613,,9613
29076,,29076
29339,,29339
68812,,68812
32740,,32740
14195,,14195
73567,,73567
41479,,41479
15394,,15394
10071,,10071
1989,,1989
91076,,91076
12779,,12779
13191,,13191
11770,,11770
12703,,12703
64559,,64559
222649,,222649
115872,,115872
101173,,101173
25350,,25350
10034,,10034
20178,,20178
5072,,5072
18191,,18191
31007,,31007
11546,,11546
41894,,41894
184374,,184374
268171,,268171
78149,,78149
24663,,24663
39037,,39037
22805,,22805
39055,,39055
245846,,245846
25186,,25186
15017,,15017
12245,,12245
49787,,49787
16358,,16358
7006,,7006
66767,,66767
17622,,17622
283671,,283671
18516,,18516
217708,,217708
42057,,42057
17577,,17577
14608,,14608
34417,,34417
15067,,15067
78383,,78383
43090,,43090
16614,,16614
9700,,9700
10471,,10471
250066,,250066
667,,667
208869,,208869
86837,,86837
10306,,10306
106845,,106845
11576,,11576
219,,219
11827,,11827
22820,,22820
31174,,31174
244316,,244316
37737,,37737
62215,,62215
66125,,66125
132316,,132316
348,,348
30497,,30497
27586,,27586
14811,,14811
660,,660
68684,,68684
40794,,40794
9400,,9400
16162,,16162
10585,,10585
2359,,2359
238636,,238636
10472,,10472
11282,,11282
6521,,6521
14181,,14181
1621,,1621
9656,,9656
16428,,16428
10705,,10705
8272,,8272
24621,,24621
1619,,1619
9685,,9685
14425,,14425
14624,,14624
10179,,10179
15568,,15568
14057,,14057
12621,,12621
1808,,1808
293670,,293670
67675,,67675
27329,,27329
29514,,29514
250349,,250349
12454,,12454
39806,,39806
15699,,15699
8883,,8883
17926,,17926
291081,,291081
41248,,41248
25968,,25968
9671,,9671
52010,,52010
11588,,11588
43418,,43418
71157,,71157
13483,,13483
333355,,333355
327833,,327833
1547,,1547
25196,,25196
16323,,16323
175528,,175528
8069,,8069
71805,,71805
9451,,9451
16727,,16727
272693,,272693
10696,,10696
150202,,150202
19644,,19644
29963,,29963
26022,,26022
152747,,152747
62676,,62676
20360,,20360
1116,,1116
185008,,185008
11620,,11620
14353,,14353
11818,,11818
680,,680
11176,,11176
242582,,242582
11217,,11217
15121,,15121
2619,,2619
773,,773
235,,235
170,,170
14114,,14114
10734,,10734
37964,,37964
28121,,28121
40807,,40807
10885,,10885
225565,,225565
16471,,16471
385736,,385736
11971,,11971
668,,668
11596,,11596
14429,,14429
13751,,13751
9490,,9490
14536,,14536
1359,,1359
9962,,9962
15049,,15049
22821,,22821
42819,,42819
209263,,209263
37735,,37735
59930,,59930
10873,,10873
51588,,51588
23570,,23570
19489,,19489
14629,,14629
8293,,8293
291270,,291270
44009,,44009
1958,,1958
13154,,13154
26618,,26618
43923,,43923
46138,,46138
45791,,45791
26306,,26306
110683,,110683
26963,,26963
198277,,198277
7870,,7870
13072,,13072
153397,,153397
30141,,30141
17044,,17044
10288,,10288
12183,,12183
44147,,44147
12192,,12192
36597,,36597
13197,,13197
10913,,10913
251321,,251321
149,,149
10425,,10425
49081,,49081
256687,,256687
220488,,220488
1544,,1544
374461,,374461
302,,302
182873,,182873
21512,,21512
389425,,389425
403,,403
29461,,29461
33542,,33542
283708,,283708
9388,,9388
1691,,1691
24684,,24684
2610,,2610
11308,,11308
11022,,11022
34341,,34341
15365,,15365
36046,,36046
12569,,12569
24356,,24356
55903,,55903
2577,,2577
103903,,103903
73873,,73873
312113,,312113
14165,,14165
2011,,2011
45650,,45650
7735,,7735
301365,,301365
25941,,25941
29064,,29064
7326,,7326
326284,,326284
681,,681
238,,238
535,,535
19913,,19913
713,,713
77930,,77930
10727,,10727
253,,253
17908,,17908
8390,,8390
57119,,57119
3291,,3291
398,,398
8068,,8068
10803,,10803
682,,682
10117,,10117
9392,,9392
24977,,24977
79316,,79316
2074,,2074
1696,,1696
308639,,308639
22314,,22314
2662,,2662
77156,,77156
12573,,12573
44718,,44718
11342,,11342
241771,,241771
34653,,34653
11051,,11051
14578,,14578
57825,,57825
9555,,9555
15581,,15581
13006,,13006
16651,,16651
4251,,4251
12400,,12400
39053,,39053
104896,,104896
14112,,14112
12271,,12271
71859,,71859
226354,,226354
48620,,48620
33676,,33676
37080,,37080
25388,,25388
11687,,11687
39210,,39210
30128,,30128
31535,,31535
44835,,44835
192134,,192134
1956,,1956
24985,,24985
306745,,306745
47088,,47088
110402,,110402
27004,,27004
15013,,15013
8374,,8374
277519,,277519
78381,,78381
164372,,164372
294512,,294512
8879,,8879
13001,,13001
9571,,9571
13649,,13649
325373,,325373
334527,,334527
2211,,2211
13919,,13919
14576,,14576
82505,,82505
46738,,46738
38970,,38970
41009,,41009
7347,,7347
250546,,250546
38415,,38415
650,,650
16620,,16620
25113,,25113
11033,,11033
34723,,34723
9430,,9430
8998,,8998
10514,,10514
10496,,10496
1591,,1591
76025,,76025
4836,,4836
14631,,14631
87499,,87499
18923,,18923
26665,,26665
28089,,28089
62255,,62255
5708,,5708
218,,218
338,,338
21641,,21641
10925,,10925
2293,,2293
621,,621
792,,792
1777,,1777
642,,642
433,,433
16619,,16619
1725,,1725
11977,,11977
20322,,20322
16158,,16158
629,,629
10160,,10160
11452,,11452
12163,,12163
32275,,32275
13785,,13785
1103,,1103
36739,,36739
14144,,14144
10622,,10622
13370,,13370
11191,,11191
10215,,10215
25066,,25066
1523,,1523
11361,,11361
92591,,92591
57612,,57612
12509,,12509
15256,,15256
83686,,83686
80304,,80304
28053,,28053
67913,,67913
13991,,13991
1443,,1443
8545,,8545
19556,,19556
231576,,231576
16172,,16172
13403,,13403
15797,,15797
347764,,347764
13537,,13537
20794,,20794
31064,,31064
576,,576
13990,,13990
11583,,11583
18602,,18602
27549,,27549
59728,,59728
10930,,10930
32395,,32395
58882,,58882
7547,,7547
35944,,35944
42222,,42222
13827,,13827
44260,,44260
9282,,9282
38940,,38940
35689,,35689
97614,,97614
37206,,37206
58626,,58626
183894,,183894
837,,837
1555,,1555
244783,,244783
16564,,16564
168027,,168027
3482,,3482
135595,,135595
8982,,8982
89861,,89861
455,,455
57022,,57022
14351,,14351
147767,,147767
10664,,10664
55567,,55567
9277,,9277
9443,,9443
16186,,16186
7863,,7863
138697,,138697
11901,,11901
1548,,1548
11889,,11889
33155,,33155
5528,,5528
321,,321
4997,,4997
925,,925
27451,,27451
73532,,73532
979,,979
193722,,193722
7913,,7913
253253,,253253
51995,,51995
13173,,13173
22908,,22908
70670,,70670
84204,,84204
25248,,25248
230266,,230266
16633,,16633
63006,,63006
91586,,91586
215,,215
333371,,333371
9012,,9012
345911,,345911
72571,,72571
242512,,242512
10072,,10072
211954,,211954
82990,,82990
29912,,29912
11843,,11843
11284,,11284
504,,504
173,,173
227348,,227348
1955,,1955
152532,,152532
243940,,243940
77,,77
157547,,157547
2295,,2295
71,,71
147773,,147773
16096,,16096
24266,,24266
16508,,16508
2895,,2895
15660,,15660
59968,,59968
323677,,323677
19848,,19848
256274,,256274
235271,,235271
45153,,45153
284293,,284293
24973,,24973
21610,,21610
10283,,10283
8346,,8346
122081,,122081
10987,,10987
1391,,1391
747,,747
14745,,14745
26748,,26748
11357,,11357
24913,,24913
13776,,13776
14854,,14854
50357,,50357
13090,,13090
192141,,192141
16441,,16441
29996,,29996
351819,,351819
14834,,14834
22649,,22649
378200,,378200
20455,,20455
13193,,13193
11042,,11042
10786,,10786
12484,,12484
17339,,17339
11959,,11959
9900,,9900
14662,,14662
335,,335
15745,,15745
17431,,17431
21014,,21014
78394,,78394
10217,,10217
46332,,46332
13996,,13996
3028,,3028
1024,,1024
343795,,343795
45658,,45658
16148,,16148
4553,,4553
36351,,36351
245916,,245916
27585,,27585
1415,,1415
313922,,313922
14474,,14474
199933,,199933
13685,,13685
8744,,8744
38428,,38428
8847,,8847
39269,,39269
46838,,46838
51384,,51384
56930,,56930
41730,,41730
18442,,18442
298312,,298312
11600,,11600
71547,,71547
57876,,57876
77495,,77495
13849,,13849
14849,,14849
12486,,12486
19615,,19615
244403,,244403
292481,,292481
340816,,340816
78814,,78814
297596,,297596
299552,,299552
11935,,11935
113406,,113406
447027,,447027
290825,,290825
361159,,361159
12555,,12555
31175,,31175
12498,,12498
77949,,77949
1690,,1690
8435,,8435
64720,,64720
49365,,49365
11404,,11404
300706,,300706
16337,,16337
11577,,11577
77987,,77987
40185,,40185
68202,,68202
8981,,8981
10914,,10914
50848,,50848
166624,,166624
10822,,10822
10844,,10844
9336,,9336
5689,,5689
712,,712
13342,,13342
10339,,10339
1429,,1429
9303,,9303
641,,641
27686,,27686
65749,,65749
6106,,6106
252680,,252680
141,,141
66607,,66607
17139,,17139
12079,,12079
39800,,39800
4550,,4550
62116,,62116
9991,,9991
13807,,13807
68818,,68818
12093,,12093
36419,,36419
281730,,281730
510,,510
362105,,362105
10970,,10970
375290,,375290
17663,,17663
270938,,270938
116613,,116613
11826,,11826
29920,,29920
1088,,1088
26379,,26379
34069,,34069
10947,,10947
47452,,47452
3040,,3040
11386,,11386
10246,,10246
29426,,29426
10331,,10331
153,,153
703,,703
27191,,27191
1365,,1365
287424,,287424
451,,451
165864,,165864
987,,987
241251,,241251
40494,,40494
39781,,39781
8337,,8337
5925,,5925
8357,,8357
146203,,146203
85350,,85350
512,,512
13408,,13408
47816,,47816
10744,,10744
11536,,11536
9782,,9782
18713,,18713
6537,,6537
184345,,184345
1809,,1809
2370,,2370
9809,,9809
5,,5
11013,,11013
19153,,19153
10132,,10132
16448,,16448
15122,,15122
8141,,8141
1546,,1546
48572,,48572
14517,,14517
89708,,89708
27551,,27551
64678,,64678
309503,,309503
14293,,14293
15059,,15059
103328,,103328
157847,,157847
25719,,25719
48309,,48309
27723,,27723
20468,,20468
242575,,242575
44945,,44945
29122,,29122
125123,,125123
111190,,111190
133575,,133575
54580,,54580
52015,,52015
34941,,34941
227975,,227975
60422,,60422
81390,,81390
10981,,10981
225235,,225235
14902,,14902
121676,,121676
22301,,22301
20065,,20065
257087,,257087
46420,,46420
114635,,114635
158150,,158150
251979,,251979
874,,874
10774,,10774
770,,770
266102,,266102
29715,,29715
25209,,25209
37495,,37495
29262,,29262
34769,,34769
35032,,35032
5178,,5178
8618,,8618
3116,,3116
9427,,9427
813,,813
352978,,352978
10634,,10634
9516,,9516
16288,,16288
23330,,23330
18900,,18900
27029,,27029
26268,,26268
573,,573
310131,,310131
40505,,40505
11363,,11363
3033,,3033
25376,,25376
22007,,22007
765,,765
10615,,10615
205321,,205321
89540,,89540
46146,,46146
38007,,38007
14256,,14256
540,,540
370464,,370464
20055,,20055
224569,,224569
395766,,395766
39303,,39303
142061,,142061
370662,,370662
252360,,252360
256740,,256740
299145,,299145
241766,,241766
12535,,12535
1667,,1667
50839,,50839
86549,,86549
13973,,13973
244786,,244786
598,,598
11129,,11129
75861,,75861
13551,,13551
103663,,103663
850,,850
12586,,12586
11564,,11564
301748,,301748
108346,,108346
8841,,8841
805,,805
11697,,11697
22051,,22051
436,,436
55347,,55347
10070,,10070
8469,,8469
658,,658
125490,,125490
1585,,1585
627,,627
23618,,23618
41436,,41436
10162,,10162
1430,,1430
259943,,259943
10014,,10014
11257,,11257
158015,,158015
82507,,82507
20337,,20337
261,,261
1685,,1685
20737,,20737
10991,,10991
10225,,10225
826,,826
34086,,34086
5854,,5854
284,,284
10285,,10285
5780,,5780
292,,292
223485,,223485
29463,,29463
18065,,18065
22013,,22013
821,,821
53862,,53862
3089,,3089
30139,,30139
132344,,132344
15582,,15582
15158,,15158
44634,,44634
30309,,30309
7509,,7509
10557,,10557
23531,,23531
28005,,28005
40247,,40247
252,,252
24126,,24126
13982,,13982
16642,,16642
17734,,17734
18892,,18892
549,,549
121986,,121986
868,,868
10683,,10683
17995,,17995
246403,,246403
670,,670
35691,,35691
49010,,49010
317930,,317930
11229,,11229
22488,,22488
24469,,24469
82533,,82533
50942,,50942
84174,,84174
34099,,34099
79940,,79940
342,,342
281230,,281230
38033,,38033
100975,,100975
38541,,38541
39563,,39563
234212,,234212
27404,,27404
170480,,170480
71866,,71866
192210,,192210
180296,,180296
157058,,157058
70006,,70006
26039,,26039
79587,,79587
176077,,176077
260947,,260947
342502,,342502
191229,,191229
43213,,43213
44594,,44594
666,,666
248,,248
325173,,325173
55831,,55831
351043,,351043
43942,,43942
10226,,10226
66942,,66942
356483,,356483
10476,,10476
239,,239
10281,,10281
630,,630
3034,,3034
13025,,13025
21461,,21461
55306,,55306
17264,,17264
346081,,346081
16016,,16016
15875,,15875
5900,,5900
43306,,43306
11072,,11072
9730,,9730
209274,,209274
26371,,26371
14137,,14137
291,,291
14139,,14139
33106,,33106
8875,,8875
872,,872
72914,,72914
139038,,139038
126509,,126509
9591,,9591
10676,,10676
1687,,1687
24748,,24748
181330,,181330
468,,468
401,,401
76,,76
50538,,50538
25636,,25636
19316,,19316
21074,,21074
84329,,84329
20,,20
157386,,157386
13007,,13007
13518,,13518
116584,,116584
46849,,46849
40428,,40428
17334,,17334
1698,,1698
20764,,20764
45132,,45132
76706,,76706
254472,,254472
332285,,332285
49471,,49471
13569,,13569
7512,,7512
356216,,356216
11798,,11798
146631,,146631
43546,,43546
61038,,61038
78373,,78373
17820,,17820
74457,,74457
283384,,283384
19933,,19933
756,,756
433715,,433715
9728,,9728
9731,,9731
9916,,9916
309425,,309425
14156,,14156
43610,,43610
360339,,360339
31163,,31163
297621,,297621
16205,,16205
887,,887
9517,,9517
6007,,6007
364083,,364083
8329,,8329
69640,,69640
371085,,371085
347548,,347548
322443,,322443
657,,657
28165,,28165
11561,,11561
270303,,270303
11624,,11624
595,,595
8810,,8810
12207,,12207
226,,226
92182,,92182
582,,582
72213,,72213
990,,990
55604,,55604
9662,,9662
20862,,20862
2771,,2771
80,,80
55,,55
11023,,11023
33667,,33667
39013,,39013
11194,,11194
43839,,43839
1382,,1382
44639,,44639
301351,,301351
4816,,4816
7873,,7873
331190,,331190
15186,,15186
