movieId,imdbId,tmdbId
5503,,5503
27573,,27573
819,,819
1369,,1369
9623,,9623
10895,,10895
10935,,10935
834,,834
228066,,228066
711,,711
10468,,10468
10027,,10027
11812,,11812
37233,,37233
37950,,37950
27582,,27582
64688,,64688
509,,509
7443,,7443
5966,,5966
11066,,11066
136795,,136795
8095,,8095
87826,,87826
11560,,11560
25189,,25189
2637,,2637
18480,,18480
709,,709
49730,,49730
2749,,2749
9607,,9607
1830,,1830
79,,79
54054,,54054
228967,,228967
46528,,46528
27936,,27936
65,,65
280391,,280391
9476,,9476
10610,,10610
745,,745
49527,,49527
73937,,73937
1885,,1885
168672,,168672
18240,,18240
10398,,10398
165,,165
240832,,240832
216015,,216015
12279,,12279
1645,,1645
11007,,11007
193756,,193756
11287,,11287
259693,,259693
37799,,37799
10184,,10184
4257,,4257
4234,,4234
196,,196
257091,,257091
6114,,6114
24803,,24803
109410,,109410
1213,,1213
100042,,100042
9036,,9036
257211,,257211
323675,,323675
9361,,9361
1677,,1677
187,,187
7461,,7461
16538,,16538
9889,,9889
820,,820
11565,,11565
6073,,6073
16996,,16996
193610,,193610
19912,,19912
296098,,296098
8007,,8007
32823,,32823
4380,,4380
11551,,11551
10336,,10336
11362,,11362
50348,,50348
48138,,48138
1124,,1124
227159,,227159
68179,,68179
1579,,1579
708,,708
34851,,34851
9930,,9930
1586,,1586
2044,,2044
9913,,9913
71864,,71864
10761,,10761
209451,,209451
11975,,11975
4970,,4970
11831,,11831
9096,,9096
440,,440
11011,,11011
10641,,10641
11172,,11172
39513,,39513
82687,,82687
41446,,41446
8224,,8224
10537,,10537
225886,,225886
10385,,10385
55779,,55779
10154,,10154
10647,,10647
11431,,11431
8457,,8457
188161,,188161
8850,,8850
64685,,64685
38357,,38357
10060,,10060
11398,,11398
1833,,1833
10391,,10391
8970,,8970
9306,,9306
11370,,11370
12184,,12184
1921,,1921
1683,,1683
203,,203
11858,,11858
62835,,62835
18937,,18937
13536,,13536
15556,,15556
10718,,10718
11062,,11062
10802,,10802
1887,,1887
6071,,6071
10461,,10461
80278,,80278
12704,,12704
10315,,10315
16643,,16643
2687,,2687
194,,194
11025,,11025
8849,,8849
78698,,78698
30943,,30943
9544,,9544
24418,,24418
7288,,7288
14655,,14655
24575,,24575
10366,,10366
19898,,19898
4965,,4965
15074,,15074
56715,,56715
1272,,1272
72358,,72358
20542,,20542
266396,,266396
9978,,9978
8271,,8271
10428,,10428
5353,,5353
11934,,11934
14392,,14392
19495,,19495
110415,,110415
77459,,77459
26486,,26486
9495,,9495
256040,,256040
24420,,24420
1257,,1257
62214,,62214
16320,,16320
8842,,8842
9531,,9531
64807,,64807
12289,,12289
11529,,11529
20943,,20943
9099,,9099
9488,,9488
193,,193
44865,,44865
55787,,55787
257932,,257932
10400,,10400
1957,,1957
10833,,10833
256961,,256961
5852,,5852
12312,,12312
622,,622
11306,,11306
12508,,12508
25793,,25793
10534,,10534
1091,,1091
87421,,87421
10871,,10871
13503,,13503
13600,,13600
68722,,68722
14324,,14324
14325,,14325
299687,,299687
312221,,312221
23168,,23168
76494,,76494
4944,,4944
10488,,10488
96721,,96721
334,,334
23742,,23742
259694,,259694
62837,,62837
8966,,8966
8470,,8470
11001,,11001
138832,,138832
16911,,16911
2163,,2163
36670,,36670
23048,,23048
227735,,227735
2155,,2155
8409,,8409
222936,,222936
31908,,31908
10219,,10219
48171,,48171
782,,782
75531,,75531
11802,,11802
9776,,9776
18785,,18785
365222,,365222
817,,817
268,,268
45054,,45054
943,,943
22881,,22881
10054,,10054
51540,,51540
44264,,44264
350,,350
152,,152
109431,,109431
1598,,1598
8065,,8065
271718,,271718
11638,,11638
409,,409
2118,,2118
11459,,11459
10806,,10806
9348,,9348
377,,377
8843,,8843
9313,,9313
39486,,39486
1273,,1273
13920,,13920
50544,,50544
325133,,325133
140823,,140823
1883,,1883
89492,,89492
22949,,22949
12437,,12437
2959,,2959
9957,,9957
11648,,11648
9366,,9366
1576,,1576
609,,609
5516,,5516
13051,,13051
49530,,49530
34806,,34806
49022,,49022
11469,,11469
23479,,23479
11667,,11667
423,,423
2447,,2447
10066,,10066
2288,,2288
88794,,88794
13515,,13515
11979,,11979
169,,169
8090,,8090
11622,,11622
3604,,3604
9541,,9541
94348,,94348
8197,,8197
336004,,336004
35019,,35019
10410,,10410
8836,,8836
14442,,14442
321741,,321741
59965,,59965
14175,,14175
11004,,11004
11918,,11918
98357,,98357
10012,,10012
49526,,49526
268920,,268920
9093,,9093
119283,,119283
11823,,11823
35169,,35169
118957,,118957
849,,849
4515,,4515
18886,,18886
6575,,6575
6440,,6440
13496,,13496
18320,,18320
22787,,22787
8967,,8967
37498,,37498
144336,,144336
9616,,9616
13056,,13056
14113,,14113
285783,,285783
49478,,49478
9726,,9726
20763,,20763
9702,,9702
9311,,9311
9280,,9280
26843,,26843
11876,,11876
22267,,22267
45958,,45958
1969,,1969
310706,,310706
198663,,198663
239573,,239573
10436,,10436
1381,,1381
2162,,2162
127493,,127493
12429,,12429
228205,,228205
2900,,2900
21311,,21311
77875,,77875
192136,,192136
18254,,18254
881,,881
10877,,10877
9600,,9600
202575,,202575
71469,,71469
85446,,85446
326,,326
10685,,10685
7220,,7220
9763,,9763
72387,,72387
12596,,12596
1892,,1892
13460,,13460
8055,,8055
50647,,50647
10719,,10719
9294,,9294
11888,,11888
9647,,9647
9353,,9353
55721,,55721
109414,,109414
10307,,10307
11978,,11978
22907,,22907
87567,,87567
38322,,38322
45612,,45612
7305,,7305
3594,,3594
157841,,157841
11519,,11519
12920,,12920
59,,59
9335,,9335
12106,,12106
11141,,11141
8649,,8649
31867,,31867
10253,,10253
3587,,3587
124459,,124459
24662,,24662
32274,,32274
182,,182
5494,,5494
28,,28
38073,,38073
2054,,2054
302156,,302156
606,,606
87502,,87502
698,,698
120467,,120467
11313,,11313
6488,,6488
10559,,10559
296099,,296099
8012,,8012
1574,,1574
9032,,9032
2770,,2770
862,,862
1637,,1637
72570,,72570
27569,,27569
10637,,10637
1669,,1669
132363,,132363
9472,,9472
2907,,2907
9273,,9273
9880,,9880
2925,,2925
807,,807
17654,,17654
11836,,11836
322,,322
70,,70
9535,,9535
11036,,11036
6557,,6557
18126,,18126
16340,,16340
10333,,10333
4476,,4476
22947,,22947
2755,,2755
82654,,82654
59967,,59967
16300,,16300
9598,,9598
82696,,82696
9870,,9870
8292,,8292
8780,,8780
9715,,9715
10521,,10521
10762,,10762
10096,,10096
59436,,59436
227783,,227783
4133,,4133
10207,,10207
172,,172
21972,,21972
36593,,36593
707,,707
533,,533
6023,,6023
6439,,6439
4347,,4347
37056,,37056
4105,,4105
76489,,76489
3933,,3933
9918,,9918
273481,,273481
307081,,307081
16871,,16871
293863,,293863
13156,,13156
41233,,41233
9266,,9266
1262,,1262
4513,,4513
22970,,22970
7278,,7278
9013,,9013
865,,865
10776,,10776
50456,,50456
9823,,9823
59861,,59861
133805,,133805
12763,,12763
9766,,9766
14034,,14034
12244,,12244
109421,,109421
11137,,11137
51162,,51162
10152,,10152
9452,,9452
239566,,239566
53113,,53113
9271,,9271
4474,,4474
184346,,184346
48340,,48340
14846,,14846
72207,,72207
16232,,16232
43539,,43539
9920,,9920
8978,,8978
11702,,11702
18550,,18550
8869,,8869
43347,,43347
3489,,3489
9701,,9701
2122,,2122
37707,,37707
10658,,10658
13150,,13150
9042,,9042
17813,,17813
11208,,11208
58151,,58151
11400,,11400
10350,,10350
28902,,28902
14164,,14164
76640,,76640
11058,,11058
14844,,14844
57089,,57089
1947,,1947
8054,,8054
46829,,46829
146238,,146238
9989,,9989
9665,,9665
311,,311
102362,,102362
11162,,11162
6016,,6016
17186,,17186
13967,,13967
2008,,2008
9053,,9053
4512,,4512
76349,,76349
31203,,31203
265208,,265208
45610,,45610
50135,,50135
1874,,1874
271331,,271331
215211,,215211
367961,,367961
10955,,10955
223702,,223702
254470,,254470
69,,69
4967,,4967
9449,,9449
11499,,11499
4912,,4912
12771,,12771
323676,,323676
12506,,12506
24071,,24071
11249,,11249
9667,,9667
812,,812
277216,,277216
87,,87
14444,,14444
2043,,2043
315664,,315664
1428,,1428
562,,562
15373,,15373
318846,,318846
26320,,26320
14292,,14292
924,,924
2018,,2018
192577,,192577
9428,,9428
2832,,2832
137093,,137093
699,,699
9778,,9778
8831,,8831
9398,,9398
112949,,112949
10439,,10439
3638,,3638
23483,,23483
62206,,62206
10577,,10577
218778,,218778
4348,,4348
78,,78
11780,,11780
192102,,192102
2001,,2001
10383,,10383
11516,,11516
10025,,10025
15198,,15198
23172,,23172
17834,,17834
10016,,10016
10317,,10317
58431,,58431
9746,,9746
13092,,13092
59859,,59859
13495,,13495
254473,,254473
700,,700
4964,,4964
10024,,10024
13490,,13490
15927,,15927
1259,,1259
5125,,5125
174,,174
9583,,9583
9437,,9437
525,,525
10188,,10188
63574,,63574
245,,245
9825,,9825
186,,186
9549,,9549
61891,,61891
34584,,34584
2666,,2666
12783,,12783
13155,,13155
42807,,42807
28355,,28355
8080,,8080
5126,,5126
56288,,56288
303858,,303858
1613,,1613
31582,,31582
16617,,16617
8944,,8944
41488,,41488
37028,,37028
14560,,14560
10330,,10330
6957,,6957
1934,,1934
169917,,169917
951,,951
10189,,10189
9454,,9454
2055,,2055
1551,,1551
5902,,5902
11460,,11460
9358,,9358
134,,134
22894,,22894
134374,,134374
1901,,1901
15028,,15028
11509,,11509
7445,,7445
17047,,17047
62838,,62838
2057,,2057
70436,,70436
16784,,16784
8011,,8011
31640,,31640
9092,,9092
2779,,2779
316002,,316002
36355,,36355
238615,,238615
1985,,1985
615,,615
788,,788
380,,380
13223,,13223
10523,,10523
8681,,8681
239571,,239571
619,,619
424,,424
50014,,50014
162903,,162903
11024,,11024
208763,,208763
6466,,6466
254024,,254024
12589,,12589
7191,,7191
1497,,1497
117,,117
6977,,6977
168530,,168530
634,,634
392,,392
10327,,10327
88042,,88042
41630,,41630
11969,,11969
2085,,2085
794,,794
9286,,9286
77877,,77877
1265,,1265
866,,866
175555,,175555
75174,,75174
11096,,11096
8699,,8699
769,,769
10923,,10923
11283,,11283
111,,111
11676,,11676
746,,746
77866,,77866
9416,,9416
7345,,7345
14317,,14317
20694,,20694
12277,,12277
9779,,9779
2140,,2140
12620,,12620
14177,,14177
198185,,198185
227156,,227156
10735,,10735
11351,,11351
10030,,10030
10623,,10623
590,,590
9655,,9655
1268,,1268
11237,,11237
190955,,190955
5123,,5123
4518,,4518
11932,,11932
11165,,11165
6116,,6116
57431,,57431
21724,,21724
278,,278
9290,,9290
11543,,11543
284536,,284536
152737,,152737
13374,,13374
8976,,8976
319888,,319888
9469,,9469
1909,,1909
22971,,22971
34813,,34813
46261,,46261
10431,,10431
8051,,8051
9352,,9352
10167,,10167
18147,,18147
17170,,17170
18975,,18975
15487,,15487
22825,,22825
11152,,11152
1831,,1831
43931,,43931
10591,,10591
10861,,10861
12770,,12770
276907,,276907
10074,,10074
65055,,65055
10397,,10397
200505,,200505
11954,,11954
60309,,60309
9787,,9787
293646,,293646
6978,,6978
133698,,133698
59440,,59440
1770,,1770
10655,,10655
8988,,8988
15992,,15992
17707,,17707
77883,,77883
40001,,40001
64639,,64639
9903,,9903
21338,,21338
20766,,20766
24264,,24264
19803,,19803
20309,,20309
9912,,9912
9067,,9067
27360,,27360
8338,,8338
168705,,168705
72113,,72113
9729,,9729
94352,,94352
22256,,22256
12404,,12404
152742,,152742
11699,,11699
49953,,49953
48034,,48034
39845,,39845
25353,,25353
36696,,36696
109091,,109091
38543,,38543
33157,,33157
290864,,290864
242166,,242166
859,,859
83770,,83770
168,,168
1246,,1246
4233,,4233
174751,,174751
184098,,184098
2069,,2069
1788,,1788
11635,,11635
177,,177
3600,,3600
2621,,2621
10358,,10358
10480,,10480
10313,,10313
18828,,18828
3558,,3558
13476,,13476
10208,,10208
24961,,24961
20697,,20697
20761,,20761
70868,,70868
43593,,43593
6478,,6478
40688,,40688
26672,,26672
45881,,45881
41283,,41283
4935,,4935
19908,,19908
10663,,10663
1891,,1891
9737,,9737
37137,,37137
9532,,9532
10316,,10316
2787,,2787
12658,,12658
152601,,152601
10866,,10866
227707,,227707
21349,,21349
19150,,19150
70435,,70435
580,,580
9819,,9819
13579,,13579
20024,,20024
2453,,2453
6973,,6973
11156,,11156
354110,,354110
22215,,22215
11632,,11632
30596,,30596
3021,,3021
957,,957
256917,,256917
251,,251
544,,544
11395,,11395
14635,,14635
13680,,13680
688,,688
11090,,11090
783,,783
228194,,228194
1642,,1642
10950,,10950
235260,,235260
277,,277
8999,,8999
11323,,11323
10445,,10445
11453,,11453
146239,,146239
205588,,205588
10878,,10878
82650,,82650
10279,,10279
2294,,2294
2176,,2176
270487,,270487
19366,,19366
204082,,204082
24100,,24100
1599,,1599
5550,,5550
30379,,30379
42586,,42586
17709,,17709
287948,,287948
7548,,7548
9075,,9075
11661,,11661
109513,,109513
